Job Category,Candidate,Actual Category,Fit Score
CONSTRUCTION,23085604.pdf,DIGITAL-MEDIA,0.146
BUSINESS-DEVELOPMENT,38115035.pdf,ARTS,0.146
BUSINESS-DEVELOPMENT,36758947.pdf,ARTS,0.146
ADVOCATE,20633855.pdf,BUSINESS-DEVELOPMENT,0.146
ACCOUNTANT,94047639.pdf,CHEF,0.146
ADVOCATE,25694422.pdf,CONSULTANT,0.146
ENGINEERING,35990852.pdf,DESIGNER,0.146
CONSTRUCTION,42156237.pdf,DIGITAL-MEDIA,0.146
ENGINEERING,18979238.pdf,DESIGNER,0.146
FINANCE,34875813.pdf,CONSULTANT,0.146
BUSINESS-DEVELOPMENT,10030015.pdf,ENGINEERING,0.146
ENGINEERING,19532392.pdf,AGRICULTURE,0.146
ARTS,15053703.pdf,AGRICULTURE,0.146
INFORMATION-TECHNOLOGY,36074301.pdf,SALES,0.146
INFORMATION-TECHNOLOGY,69097572.pdf,BPO,0.146
DIGITAL-MEDIA,32563518.pdf,HEALTHCARE,0.146
CONSULTANT,29926588.pdf,ADVOCATE,0.146
AVIATION,92246939.pdf,CONSULTANT,0.146
TEACHER,12791244.pdf,FITNESS,0.146
BANKING,16223371.pdf,SALES,0.146
ARTS,12547982.pdf,DESIGNER,0.146
CHEF,24709432.pdf,CHEF,0.146
BUSINESS-DEVELOPMENT,92122785.pdf,CHEF,0.146
DESIGNER,12082377.pdf,SALES,0.146
FITNESS,15375009.pdf,HR,0.146
PUBLIC-RELATIONS,53701275.pdf,PUBLIC-RELATIONS,0.146
AGRICULTURE,94047639.pdf,CHEF,0.146
HR,10070224.pdf,PUBLIC-RELATIONS,0.146
BPO,20082776.pdf,ACCOUNTANT,0.146
ACCOUNTANT,16276121.pdf,DIGITAL-MEDIA,0.146
CONSTRUCTION,10395944.pdf,AVIATION,0.146
CONSULTANT,20457611.pdf,FITNESS,0.146
ADVOCATE,18293620.pdf,BUSINESS-DEVELOPMENT,0.146
DESIGNER,19397727.pdf,ENGINEERING,0.146
CHEF,16694152.pdf,BUSINESS-DEVELOPMENT,0.146
AVIATION,16605352.pdf,FITNESS,0.146
FINANCE,36170003.pdf,BUSINESS-DEVELOPMENT,0.146
BPO,19612167.pdf,ENGINEERING,0.146
ENGINEERING,27018361.pdf,FINANCE,0.146
INFORMATION-TECHNOLOGY,17545780.pdf,HEALTHCARE,0.146
INFORMATION-TECHNOLOGY,13565152.pdf,HEALTHCARE,0.146
AUTOMOBILE,22965804.pdf,CONSTRUCTION,0.146
PUBLIC-RELATIONS,72231872.pdf,HR,0.146
ACCOUNTANT,17152392.pdf,AVIATION,0.146
DIGITAL-MEDIA,18905648.pdf,DIGITAL-MEDIA,0.146
HEALTHCARE,20324037.pdf,ADVOCATE,0.146
AVIATION,28109594.pdf,DIGITAL-MEDIA,0.146
BANKING,29524570.pdf,DESIGNER,0.146
DESIGNER,86595128.pdf,FINANCE,0.146
ENGINEERING,28669770.pdf,FITNESS,0.146
INFORMATION-TECHNOLOGY,40883703.pdf,DIGITAL-MEDIA,0.146
ADVOCATE,47996197.pdf,HEALTHCARE,0.146
FITNESS,51777546.pdf,HEALTHCARE,0.146
INFORMATION-TECHNOLOGY,21853199.pdf,ACCOUNTANT,0.146
CONSTRUCTION,26496059.pdf,DESIGNER,0.146
INFORMATION-TECHNOLOGY,15823995.pdf,AVIATION,0.146
CHEF,39166680.pdf,DIGITAL-MEDIA,0.146
SALES,18757174.pdf,BUSINESS-DEVELOPMENT,0.146
BANKING,29196643.pdf,CONSULTANT,0.146
TEACHER,32977530.pdf,HR,0.146
PUBLIC-RELATIONS,15821633.pdf,ACCOUNTANT,0.146
ENGINEERING,18509268.pdf,APPAREL,0.146
ARTS,27756469.pdf,ENGINEERING,0.146
CHEF,21645690.pdf,BANKING,0.146
ARTS,19268120.pdf,CHEF,0.146
AVIATION,89858892.pdf,FITNESS,0.146
SALES,24322804.pdf,ENGINEERING,0.146
DESIGNER,95625660.pdf,BPO,0.146
DESIGNER,12526702.pdf,CONSULTANT,0.146
TEACHER,42384185.pdf,DESIGNER,0.146
SALES,31392754.pdf,PUBLIC-RELATIONS,0.146
FITNESS,27917969.pdf,HEALTHCARE,0.146
BPO,19724031.pdf,ARTS,0.146
FINANCE,12545844.pdf,PUBLIC-RELATIONS,0.146
HR,17597372.pdf,BUSINESS-DEVELOPMENT,0.146
TEACHER,31042953.pdf,FITNESS,0.146
SALES,45167858.pdf,BANKING,0.146
SALES,19374660.pdf,BANKING,0.146
SALES,54421668.pdf,BANKING,0.146
BANKING,22380187.pdf,DIGITAL-MEDIA,0.146
BANKING,71422121.pdf,BANKING,0.146
SALES,29494962.pdf,FINANCE,0.146
ARTS,45475027.pdf,CONSTRUCTION,0.146
AVIATION,28172023.pdf,FITNESS,0.146
APPAREL,29805310.pdf,SALES,0.146
BPO,74191424.pdf,ADVOCATE,0.146
HR,12059610.pdf,APPAREL,0.146
BUSINESS-DEVELOPMENT,27126818.pdf,TEACHER,0.146
AGRICULTURE,29825044.pdf,BUSINESS-DEVELOPMENT,0.146
ADVOCATE,24020470.pdf,INFORMATION-TECHNOLOGY,0.146
AUTOMOBILE,90280583.pdf,ENGINEERING,0.146
ADVOCATE,34689720.pdf,TEACHER,0.146
SALES,23138078.pdf,HEALTHCARE,0.146
INFORMATION-TECHNOLOGY,28756444.pdf,CONSTRUCTION,0.146
DESIGNER,16653657.pdf,AGRICULTURE,0.146
ADVOCATE,29028935.pdf,APPAREL,0.146
INFORMATION-TECHNOLOGY,89197180.pdf,BUSINESS-DEVELOPMENT,0.146
HR,20705888.pdf,FINANCE,0.146
CONSULTANT,86551046.pdf,CHEF,0.146
CHEF,91467795.pdf,BUSINESS-DEVELOPMENT,0.146
FITNESS,21663616.pdf,PUBLIC-RELATIONS,0.146
CONSTRUCTION,34317538.pdf,DESIGNER,0.146
BANKING,16226743.pdf,PUBLIC-RELATIONS,0.146
CHEF,98309114.pdf,HEALTHCARE,0.146
CONSTRUCTION,46260230.pdf,INFORMATION-TECHNOLOGY,0.146
CONSTRUCTION,28321954.pdf,FITNESS,0.146
ENGINEERING,26673507.pdf,BANKING,0.146
TEACHER,13858219.pdf,APPAREL,0.146
INFORMATION-TECHNOLOGY,17730889.pdf,BUSINESS-DEVELOPMENT,0.146
HR,27662298.pdf,CHEF,0.146
HEALTHCARE,78257294.pdf,ACCOUNTANT,0.146
ARTS,24710433.pdf,PUBLIC-RELATIONS,0.146
APPAREL,24154692.pdf,AVIATION,0.146
FINANCE,12491898.pdf,CONSTRUCTION,0.146
FITNESS,12334650.pdf,ARTS,0.146
APPAREL,20905088.pdf,APPAREL,0.146
INFORMATION-TECHNOLOGY,11152490.pdf,AUTOMOBILE,0.146
BUSINESS-DEVELOPMENT,38650096.pdf,FITNESS,0.146
FITNESS,10333051.pdf,FITNESS,0.146
ACCOUNTANT,21298336.pdf,ENGINEERING,0.146
ARTS,12763627.pdf,INFORMATION-TECHNOLOGY,0.146
BANKING,10251432.pdf,HEALTHCARE,0.146
CHEF,15293959.pdf,FITNESS,0.146
ADVOCATE,18501746.pdf,DIGITAL-MEDIA,0.146
SALES,20490741.pdf,DIGITAL-MEDIA,0.146
TEACHER,36149549.pdf,ENGINEERING,0.146
AVIATION,26125407.pdf,HEALTHCARE,0.146
DESIGNER,21060367.pdf,ARTS,0.146
APPAREL,26496059.pdf,DESIGNER,0.146
INFORMATION-TECHNOLOGY,18757174.pdf,BUSINESS-DEVELOPMENT,0.146
HR,30311202.pdf,CHEF,0.146
DESIGNER,18172739.pdf,BANKING,0.146
HEALTHCARE,10694288.pdf,HR,0.146
INFORMATION-TECHNOLOGY,36758947.pdf,ARTS,0.146
HEALTHCARE,18024825.pdf,FINANCE,0.146
HEALTHCARE,72136463.pdf,FINANCE,0.146
BPO,28951817.pdf,CONSULTANT,0.146
PUBLIC-RELATIONS,39308779.pdf,CONSULTANT,0.146
BPO,26234972.pdf,CONSULTANT,0.146
SALES,26718039.pdf,CHEF,0.146
ACCOUNTANT,53701275.pdf,PUBLIC-RELATIONS,0.146
INFORMATION-TECHNOLOGY,66741193.pdf,FINANCE,0.146
FINANCE,26932091.pdf,SALES,0.146
CHEF,90066849.pdf,DESIGNER,0.146
SALES,29534737.pdf,AVIATION,0.146
ARTS,36206485.pdf,TEACHER,0.146
HEALTHCARE,28897981.pdf,INFORMATION-TECHNOLOGY,0.146
CONSTRUCTION,39855211.pdf,ENGINEERING,0.146
DESIGNER,38309905.pdf,CHEF,0.146
CHEF,26829561.pdf,APPAREL,0.146
ACCOUNTANT,32025286.pdf,CONSTRUCTION,0.146
FINANCE,14585273.pdf,CONSTRUCTION,0.146
ACCOUNTANT,21567392.pdf,CONSTRUCTION,0.146
SALES,30862904.pdf,HR,0.146
DESIGNER,60624892.pdf,HEALTHCARE,0.146
APPAREL,22455205.pdf,PUBLIC-RELATIONS,0.146
DESIGNER,47067533.pdf,BUSINESS-DEVELOPMENT,0.146
INFORMATION-TECHNOLOGY,37402097.pdf,TEACHER,0.146
DESIGNER,30311202.pdf,CHEF,0.145
CHEF,37263609.pdf,DESIGNER,0.145
INFORMATION-TECHNOLOGY,14724186.pdf,DESIGNER,0.145
BUSINESS-DEVELOPMENT,36905896.pdf,BANKING,0.145
CONSTRUCTION,98379112.pdf,BUSINESS-DEVELOPMENT,0.145
AVIATION,99033098.pdf,ARTS,0.145
AVIATION,34304175.pdf,ARTS,0.145
INFORMATION-TECHNOLOGY,24516163.pdf,APPAREL,0.145
CONSTRUCTION,15484097.pdf,DIGITAL-MEDIA,0.145
DESIGNER,47549345.pdf,ENGINEERING,0.145
CONSTRUCTION,21156767.pdf,CONSULTANT,0.145
BUSINESS-DEVELOPMENT,32794700.pdf,ARTS,0.145
DIGITAL-MEDIA,29825044.pdf,BUSINESS-DEVELOPMENT,0.145
DIGITAL-MEDIA,16846478.pdf,BUSINESS-DEVELOPMENT,0.145
FITNESS,18557164.pdf,HR,0.145
CHEF,98379112.pdf,BUSINESS-DEVELOPMENT,0.145
ENGINEERING,15575117.pdf,HR,0.145
FITNESS,81373857.pdf,CHEF,0.145
FITNESS,14014749.pdf,DESIGNER,0.145
CONSTRUCTION,11614114.pdf,AVIATION,0.145
CONSTRUCTION,81588968.pdf,AVIATION,0.145
BPO,35554162.pdf,ACCOUNTANT,0.145
PUBLIC-RELATIONS,40792022.pdf,BUSINESS-DEVELOPMENT,0.145
HEALTHCARE,12938389.pdf,FITNESS,0.145
ACCOUNTANT,19929506.pdf,PUBLIC-RELATIONS,0.145
CHEF,27091280.pdf,APPAREL,0.145
DESIGNER,17432318.pdf,DIGITAL-MEDIA,0.145
ENGINEERING,27058381.pdf,INFORMATION-TECHNOLOGY,0.145
ACCOUNTANT,10100240.pdf,CONSTRUCTION,0.145
BPO,31454430.pdf,SALES,0.145
ACCOUNTANT,36625776.pdf,HEALTHCARE,0.145
BPO,75297735.pdf,HEALTHCARE,0.145
CHEF,54308684.pdf,APPAREL,0.145
FINANCE,17499196.pdf,AGRICULTURE,0.145
CHEF,29524570.pdf,DESIGNER,0.145
HEALTHCARE,81373857.pdf,CHEF,0.145
APPAREL,17864043.pdf,HEALTHCARE,0.145
ACCOUNTANT,23527321.pdf,INFORMATION-TECHNOLOGY,0.145
HEALTHCARE,15573418.pdf,BPO,0.145
ARTS,30344127.pdf,APPAREL,0.145
FINANCE,26819872.pdf,AVIATION,0.145
CHEF,87867370.pdf,BANKING,0.145
HR,11163645.pdf,ACCOUNTANT,0.145
FITNESS,85417107.pdf,HEALTHCARE,0.145
BUSINESS-DEVELOPMENT,17847636.pdf,ADVOCATE,0.145
PUBLIC-RELATIONS,10554045.pdf,PUBLIC-RELATIONS,0.145
FITNESS,24349611.pdf,ARTS,0.145
DESIGNER,18159866.pdf,INFORMATION-TECHNOLOGY,0.145
BPO,21298336.pdf,ENGINEERING,0.145
HR,91478356.pdf,HEALTHCARE,0.145
AVIATION,69360287.pdf,AGRICULTURE,0.145
ARTS,90363254.pdf,TEACHER,0.145
SALES,14640322.pdf,HR,0.145
BANKING,21866029.pdf,HEALTHCARE,0.145
CHEF,27099856.pdf,APPAREL,0.145
CHEF,36302399.pdf,BANKING,0.145
ACCOUNTANT,11137306.pdf,AVIATION,0.145
CONSTRUCTION,19861776.pdf,DIGITAL-MEDIA,0.145
ADVOCATE,88907739.pdf,CONSULTANT,0.145
HEALTHCARE,18635654.pdf,ACCOUNTANT,0.145
SALES,15906625.pdf,ACCOUNTANT,0.145
HR,19532392.pdf,AGRICULTURE,0.145
BUSINESS-DEVELOPMENT,21773106.pdf,TEACHER,0.145
SALES,96029688.pdf,ENGINEERING,0.145
PUBLIC-RELATIONS,11432686.pdf,CHEF,0.145
BPO,29072179.pdf,CHEF,0.145
ACCOUNTANT,10276858.pdf,CHEF,0.145
FITNESS,58708773.pdf,TEACHER,0.145
INFORMATION-TECHNOLOGY,37375999.pdf,PUBLIC-RELATIONS,0.145
SALES,57364820.pdf,CONSULTANT,0.145
AVIATION,14014749.pdf,DESIGNER,0.145
INFORMATION-TECHNOLOGY,59346975.pdf,PUBLIC-RELATIONS,0.145
BANKING,80000092.pdf,FITNESS,0.145
DESIGNER,21156767.pdf,CONSULTANT,0.145
BUSINESS-DEVELOPMENT,26070334.pdf,AGRICULTURE,0.145
SALES,23004695.pdf,FITNESS,0.145
DESIGNER,97169343.pdf,HEALTHCARE,0.145
CONSTRUCTION,17864043.pdf,HEALTHCARE,0.145
BPO,34419403.pdf,AVIATION,0.145
INFORMATION-TECHNOLOGY,32109048.pdf,AUTOMOBILE,0.145
INFORMATION-TECHNOLOGY,18448085.pdf,AUTOMOBILE,0.145
FITNESS,89740812.pdf,AGRICULTURE,0.145
HEALTHCARE,15636923.pdf,HEALTHCARE,0.145
TEACHER,25857360.pdf,INFORMATION-TECHNOLOGY,0.145
TEACHER,52684666.pdf,FITNESS,0.145
CONSTRUCTION,28630325.pdf,ENGINEERING,0.145
ENGINEERING,41950126.pdf,ARTS,0.145
ADVOCATE,19179079.pdf,HR,0.145
CONSTRUCTION,13014900.pdf,DESIGNER,0.145
DESIGNER,12171093.pdf,ADVOCATE,0.145
BUSINESS-DEVELOPMENT,30713796.pdf,BANKING,0.145
SALES,81373857.pdf,CHEF,0.145
ENGINEERING,34953092.pdf,BANKING,0.145
ENGINEERING,28051330.pdf,BANKING,0.145
SALES,12254068.pdf,CHEF,0.145
SALES,62850928.pdf,FINANCE,0.145
FINANCE,77439230.pdf,ADVOCATE,0.145
ADVOCATE,20806155.pdf,HR,0.145
AUTOMOBILE,59938965.pdf,FINANCE,0.145
DESIGNER,17556527.pdf,ACCOUNTANT,0.145
DESIGNER,25846894.pdf,ACCOUNTANT,0.145
ENGINEERING,11763983.pdf,HR,0.145
PUBLIC-RELATIONS,26202430.pdf,HR,0.145
AGRICULTURE,23032276.pdf,CHEF,0.145
HEALTHCARE,30163002.pdf,HR,0.145
AVIATION,20314980.pdf,CONSULTANT,0.145
BPO,38896303.pdf,CONSULTANT,0.145
TEACHER,21809601.pdf,ARTS,0.145
BANKING,14790629.pdf,AVIATION,0.145
BANKING,12144825.pdf,AVIATION,0.145
DESIGNER,24083609.pdf,INFORMATION-TECHNOLOGY,0.145
TEACHER,91431878.pdf,AVIATION,0.145
AVIATION,27213082.pdf,BUSINESS-DEVELOPMENT,0.145
HR,29173771.pdf,ADVOCATE,0.145
DESIGNER,18187364.pdf,INFORMATION-TECHNOLOGY,0.145
DESIGNER,90867631.pdf,INFORMATION-TECHNOLOGY,0.145
ENGINEERING,26896699.pdf,BUSINESS-DEVELOPMENT,0.145
BPO,11188218.pdf,ADVOCATE,0.145
HR,14304010.pdf,APPAREL,0.145
AGRICULTURE,95085510.pdf,FITNESS,0.145
DESIGNER,72876163.pdf,BANKING,0.145
PUBLIC-RELATIONS,99680385.pdf,AUTOMOBILE,0.145
DESIGNER,33344933.pdf,ARTS,0.145
AGRICULTURE,28609364.pdf,DIGITAL-MEDIA,0.145
PUBLIC-RELATIONS,13296856.pdf,TEACHER,0.145
CONSTRUCTION,31292364.pdf,PUBLIC-RELATIONS,0.145
AVIATION,56520872.pdf,HEALTHCARE,0.145
PUBLIC-RELATIONS,19556300.pdf,TEACHER,0.145
BPO,10704573.pdf,BUSINESS-DEVELOPMENT,0.145
FINANCE,15433732.pdf,CONSULTANT,0.145
HEALTHCARE,52252936.pdf,APPAREL,0.145
DESIGNER,53227466.pdf,ARTS,0.145
DESIGNER,73497035.pdf,ARTS,0.145
BPO,27165830.pdf,HR,0.145
CONSTRUCTION,23673025.pdf,PUBLIC-RELATIONS,0.145
BPO,21663616.pdf,PUBLIC-RELATIONS,0.145
BPO,93112113.pdf,HR,0.145
HR,33578873.pdf,SALES,0.145
BPO,14391434.pdf,BANKING,0.145
ENGINEERING,67032711.pdf,FITNESS,0.145
HEALTHCARE,22042181.pdf,ADVOCATE,0.145
SALES,26459032.pdf,FITNESS,0.145
APPAREL,27298953.pdf,CHEF,0.145
SALES,11902276.pdf,PUBLIC-RELATIONS,0.145
BANKING,89512321.pdf,BPO,0.145
DESIGNER,37735467.pdf,SALES,0.145
ACCOUNTANT,12022566.pdf,ENGINEERING,0.145
ENGINEERING,18460045.pdf,DESIGNER,0.145
ARTS,94417768.pdf,DESIGNER,0.145
FINANCE,69181350.pdf,CONSULTANT,0.145
BUSINESS-DEVELOPMENT,58879993.pdf,HEALTHCARE,0.145
HEALTHCARE,28020046.pdf,AVIATION,0.145
BPO,37370455.pdf,ACCOUNTANT,0.145
DESIGNER,28724469.pdf,FINANCE,0.145
AVIATION,19612167.pdf,ENGINEERING,0.145
ACCOUNTANT,28679359.pdf,DIGITAL-MEDIA,0.145
ARTS,91197243.pdf,PUBLIC-RELATIONS,0.145
CHEF,65325317.pdf,ARTS,0.145
BANKING,18501746.pdf,DIGITAL-MEDIA,0.145
HR,15154822.pdf,APPAREL,0.145
HR,27637576.pdf,ACCOUNTANT,0.145
CHEF,59696315.pdf,BUSINESS-DEVELOPMENT,0.145
BPO,28396528.pdf,CHEF,0.145
PUBLIC-RELATIONS,84356308.pdf,FINANCE,0.145
BANKING,47487091.pdf,AUTOMOBILE,0.145
CONSTRUCTION,31064969.pdf,BPO,0.145
BANKING,22765255.pdf,BUSINESS-DEVELOPMENT,0.145
CONSTRUCTION,18636651.pdf,FINANCE,0.145
AVIATION,23398733.pdf,CHEF,0.145
CONSTRUCTION,69487178.pdf,FINANCE,0.145
BANKING,24533931.pdf,APPAREL,0.145
INFORMATION-TECHNOLOGY,45167858.pdf,BANKING,0.145
AGRICULTURE,93349646.pdf,CONSULTANT,0.145
INFORMATION-TECHNOLOGY,74849878.pdf,FINANCE,0.145
CONSTRUCTION,25678238.pdf,FINANCE,0.145
AVIATION,27512470.pdf,AVIATION,0.145
AVIATION,29595906.pdf,AVIATION,0.145
BUSINESS-DEVELOPMENT,33176873.pdf,HR,0.145
HR,92069209.pdf,INFORMATION-TECHNOLOGY,0.145
HR,34745915.pdf,TEACHER,0.145
TEACHER,22455205.pdf,PUBLIC-RELATIONS,0.145
ACCOUNTANT,24740005.pdf,CONSTRUCTION,0.145
ADVOCATE,21478007.pdf,PUBLIC-RELATIONS,0.145
HR,24655918.pdf,DESIGNER,0.145
ACCOUNTANT,21773106.pdf,TEACHER,0.145
PUBLIC-RELATIONS,17576030.pdf,FITNESS,0.145
HR,78016758.pdf,CONSULTANT,0.145
CHEF,19926135.pdf,ADVOCATE,0.145
CONSTRUCTION,37540732.pdf,SALES,0.145
AVIATION,10624813.pdf,ENGINEERING,0.145
CONSTRUCTION,15119529.pdf,CONSULTANT,0.145
SALES,17926546.pdf,ENGINEERING,0.145
ADVOCATE,22556198.pdf,CONSULTANT,0.145
ACCOUNTANT,24416961.pdf,AGRICULTURE,0.145
FINANCE,22506245.pdf,DESIGNER,0.145
SALES,38007664.pdf,BUSINESS-DEVELOPMENT,0.145
FINANCE,31929166.pdf,DIGITAL-MEDIA,0.145
ADVOCATE,14391434.pdf,BANKING,0.145
DESIGNER,19090468.pdf,HEALTHCARE,0.145
SALES,40882926.pdf,AGRICULTURE,0.145
CHEF,16121015.pdf,SALES,0.145
DESIGNER,19774173.pdf,FITNESS,0.145
BANKING,31362807.pdf,APPAREL,0.145
CHEF,37540732.pdf,SALES,0.144
HEALTHCARE,29647215.pdf,CONSULTANT,0.144
SALES,38707449.pdf,BPO,0.144
SALES,15154822.pdf,APPAREL,0.144
HR,31684925.pdf,ENGINEERING,0.144
AVIATION,50775901.pdf,AVIATION,0.144
TEACHER,23155093.pdf,HR,0.144
BANKING,19911786.pdf,BANKING,0.144
APPAREL,87968870.pdf,HR,0.144
AVIATION,90365216.pdf,FITNESS,0.144
ENGINEERING,16852973.pdf,HR,0.144
BANKING,18029935.pdf,ARTS,0.144
DESIGNER,37087371.pdf,PUBLIC-RELATIONS,0.144
DESIGNER,14009087.pdf,PUBLIC-RELATIONS,0.144
CONSTRUCTION,95429627.pdf,CONSULTANT,0.144
PUBLIC-RELATIONS,96761538.pdf,FITNESS,0.144
AVIATION,28020046.pdf,AVIATION,0.144
SALES,11020140.pdf,CONSULTANT,0.144
CHEF,29134721.pdf,SALES,0.144
ACCOUNTANT,90468982.pdf,ADVOCATE,0.144
HR,28697203.pdf,INFORMATION-TECHNOLOGY,0.144
AVIATION,29990140.pdf,CHEF,0.144
ACCOUNTANT,35971546.pdf,CONSTRUCTION,0.144
CHEF,22249155.pdf,APPAREL,0.144
HR,11807040.pdf,DESIGNER,0.144
DESIGNER,18825446.pdf,CHEF,0.144
DESIGNER,21904897.pdf,CHEF,0.144
DESIGNER,21134923.pdf,AGRICULTURE,0.144
BPO,25067742.pdf,ACCOUNTANT,0.144
HR,37931076.pdf,FINANCE,0.144
BUSINESS-DEVELOPMENT,90363254.pdf,TEACHER,0.144
AGRICULTURE,18480859.pdf,CHEF,0.144
BPO,17488801.pdf,ENGINEERING,0.144
AVIATION,21807224.pdf,ENGINEERING,0.144
BANKING,79376680.pdf,SALES,0.144
INFORMATION-TECHNOLOGY,12674256.pdf,AGRICULTURE,0.144
HR,61315605.pdf,AVIATION,0.144
CHEF,42487883.pdf,ACCOUNTANT,0.144
TEACHER,82738323.pdf,AVIATION,0.144
HR,26070334.pdf,AGRICULTURE,0.144
DESIGNER,78016758.pdf,CONSULTANT,0.144
CHEF,23666211.pdf,INFORMATION-TECHNOLOGY,0.144
CHEF,21794875.pdf,ACCOUNTANT,0.144
FINANCE,29815762.pdf,SALES,0.144
HEALTHCARE,30741799.pdf,ADVOCATE,0.144
CONSTRUCTION,21283365.pdf,INFORMATION-TECHNOLOGY,0.144
CHEF,18885231.pdf,SALES,0.144
ADVOCATE,33135102.pdf,BANKING,0.144
PUBLIC-RELATIONS,24953921.pdf,DIGITAL-MEDIA,0.144
APPAREL,42546558.pdf,AVIATION,0.144
APPAREL,99033098.pdf,ARTS,0.144
DESIGNER,34304175.pdf,ARTS,0.144
FINANCE,16803215.pdf,ENGINEERING,0.144
ENGINEERING,12938200.pdf,HEALTHCARE,0.144
FINANCE,13727873.pdf,PUBLIC-RELATIONS,0.144
ARTS,18129173.pdf,HEALTHCARE,0.144
ARTS,40882926.pdf,AGRICULTURE,0.144
ENGINEERING,48549972.pdf,CONSTRUCTION,0.144
FINANCE,23302948.pdf,CONSULTANT,0.144
ADVOCATE,46055835.pdf,ARTS,0.144
ENGINEERING,37201447.pdf,AGRICULTURE,0.144
FINANCE,25974844.pdf,HEALTHCARE,0.144
FINANCE,26695839.pdf,HEALTHCARE,0.144
PUBLIC-RELATIONS,51209395.pdf,TEACHER,0.144
BPO,18236085.pdf,BUSINESS-DEVELOPMENT,0.144
AVIATION,10603337.pdf,SALES,0.144
INFORMATION-TECHNOLOGY,18236085.pdf,BUSINESS-DEVELOPMENT,0.144
PUBLIC-RELATIONS,10527994.pdf,TEACHER,0.144
BPO,39875803.pdf,BUSINESS-DEVELOPMENT,0.144
BPO,81310245.pdf,BUSINESS-DEVELOPMENT,0.144
BUSINESS-DEVELOPMENT,20566550.pdf,ENGINEERING,0.144
INFORMATION-TECHNOLOGY,75950464.pdf,ADVOCATE,0.144
BUSINESS-DEVELOPMENT,15564893.pdf,CONSTRUCTION,0.144
SALES,22465498.pdf,ACCOUNTANT,0.144
ADVOCATE,18856440.pdf,CONSULTANT,0.144
ACCOUNTANT,18319061.pdf,ARTS,0.144
ENGINEERING,24038620.pdf,INFORMATION-TECHNOLOGY,0.144
HEALTHCARE,21321598.pdf,PUBLIC-RELATIONS,0.144
ADVOCATE,52618188.pdf,INFORMATION-TECHNOLOGY,0.144
BPO,23573064.pdf,FINANCE,0.144
ADVOCATE,62555739.pdf,CHEF,0.144
DIGITAL-MEDIA,35325329.pdf,INFORMATION-TECHNOLOGY,0.144
CHEF,96493528.pdf,BANKING,0.144
CONSTRUCTION,11763983.pdf,HR,0.144
HEALTHCARE,15651486.pdf,INFORMATION-TECHNOLOGY,0.144
BPO,21283365.pdf,INFORMATION-TECHNOLOGY,0.144
DESIGNER,66832845.pdf,INFORMATION-TECHNOLOGY,0.144
ARTS,10567764.pdf,AVIATION,0.144
AVIATION,52979663.pdf,HR,0.144
APPAREL,89740812.pdf,AGRICULTURE,0.144
BUSINESS-DEVELOPMENT,20925036.pdf,HR,0.144
HEALTHCARE,20969845.pdf,FINANCE,0.144
FITNESS,24025053.pdf,HEALTHCARE,0.144
ADVOCATE,97123005.pdf,FITNESS,0.144
CONSTRUCTION,19497420.pdf,PUBLIC-RELATIONS,0.144
ACCOUNTANT,17640785.pdf,AGRICULTURE,0.144
SALES,34250007.pdf,FINANCE,0.144
BPO,36694627.pdf,ADVOCATE,0.144
APPAREL,28828844.pdf,HR,0.144
PUBLIC-RELATIONS,81373857.pdf,CHEF,0.144
FITNESS,82246962.pdf,ENGINEERING,0.144
SALES,21511817.pdf,CHEF,0.144
SALES,94047639.pdf,CHEF,0.144
BANKING,21478007.pdf,PUBLIC-RELATIONS,0.144
AVIATION,14278888.pdf,PUBLIC-RELATIONS,0.144
AVIATION,36107065.pdf,PUBLIC-RELATIONS,0.144
HR,20835760.pdf,HEALTHCARE,0.144
ACCOUNTANT,26834746.pdf,ENGINEERING,0.144
CONSTRUCTION,10030015.pdf,ENGINEERING,0.144
INFORMATION-TECHNOLOGY,39308779.pdf,CONSULTANT,0.144
INFORMATION-TECHNOLOGY,14508237.pdf,AUTOMOBILE,0.144
TEACHER,55746506.pdf,FITNESS,0.144
CONSTRUCTION,19397727.pdf,ENGINEERING,0.144
ENGINEERING,61677751.pdf,BUSINESS-DEVELOPMENT,0.144
FINANCE,19975121.pdf,FITNESS,0.144
CHEF,19545827.pdf,ACCOUNTANT,0.144
ENGINEERING,10480456.pdf,HEALTHCARE,0.144
INFORMATION-TECHNOLOGY,73497035.pdf,ARTS,0.144
FINANCE,41586420.pdf,APPAREL,0.144
DESIGNER,19518606.pdf,ADVOCATE,0.144
SALES,96761538.pdf,FITNESS,0.144
BPO,13518263.pdf,DESIGNER,0.144
CONSTRUCTION,34712719.pdf,PUBLIC-RELATIONS,0.144
SALES,33803142.pdf,HEALTHCARE,0.144
ENGINEERING,11555549.pdf,ARTS,0.144
ACCOUNTANT,20033302.pdf,CHEF,0.144
HR,11637468.pdf,BANKING,0.144
DESIGNER,27549075.pdf,APPAREL,0.144
ADVOCATE,29990140.pdf,CHEF,0.144
ADVOCATE,54934269.pdf,HEALTHCARE,0.144
BPO,11887930.pdf,AUTOMOBILE,0.144
APPAREL,93112113.pdf,HR,0.144
APPAREL,16877897.pdf,HR,0.144
BPO,32069695.pdf,AUTOMOBILE,0.144
ARTS,24977396.pdf,PUBLIC-RELATIONS,0.144
PUBLIC-RELATIONS,27909372.pdf,CHEF,0.144
